region,cement_type,cement_content_kgm3,water_cement_ratio,fly_ash_pct,admixture_type,admixture_dosage_pct,curing_method,curing_temperature_C,curing_duration_hr,element_thickness_mm,element_type,ambient_temperature_C,relative_humidity_pct,season,automation_level,mould_reset_time_hr,strength_gain_time_hr,total_cycle_time_hr,cost_per_cycle_inr
West,OPC53,419,0.31,1,HRWR,0.8,Polythene,29.490368822945467,11,250,Column,37.89374648002184,31.59620178827989,Winter,Manual,3.6,9.96,14.06,4291.61
East,OPC43,349,0.31,14,HRWR,0.27,Ambient,30.22686552273491,13,150,Staircase,19.65779954594865,82.43897277566481,Winter,Fully-Auto,2.8,13.71,17.01,2994.05
Central,OPC43,488,0.35,10,Accelerator,0.79,Ambient,25.60761843158073,22,300,Beam,13.42067006279041,82.14698063583656,Summer,Semi-Auto,1.6,8.12,10.22,4040.96
North,PSC,303,0.5,24,None,1.91,Polythene,27.859648473557975,15,200,Beam,18.227661357266086,58.659467206105234,Winter,Manual,2.1,33.15,35.75,6249.89
East,OPC53,323,0.42,23,Accelerator,0.27,Polythene,26.380124769308377,16,300,Column,27.83100599888713,77.55556300793116,Summer,Fully-Auto,0.6,14.52,15.62,3004.7
North,OPC43,410,0.45,11,Accelerator,0.8,Ambient,29.02353888701007,6,150,Staircase,13.745969145382471,47.53975239036652,Winter,Manual,2.8,12.93,16.23,4471.92
North,PPC,481,0.52,24,HRWR,0.54,Ambient,30.065309559624005,12,300,Slab,29.07739626567076,90.69202110827737,Monsoon,Semi-Auto,2.7,22.0,25.2,5087.77
West,PSC,425,0.51,23,Accelerator,1.32,Ambient,30.543786260065847,6,150,Column,38.3674753769943,41.8450678394917,Monsoon,Fully-Auto,2.5,16.67,19.67,3667.5
West,OPC53,494,0.41,28,Accelerator,0.28,Steam,62.80992117545928,23,400,Column,30.14393520230913,29.70906189784977,Winter,Semi-Auto,3.7,4.0,8.2,4185.7
East,OPC43,477,0.37,8,Retarder,1.65,Polythene,34.272850242821576,8,200,Wall Panel,22.798621823310736,64.08556652763572,Summer,Fully-Auto,2.5,11.71,14.71,3861.62
North,OPC43,352,0.54,24,HRWR,0.98,Polythene,31.9274111283398,9,500,Staircase,14.06375918236208,84.50908262084589,Monsoon,Semi-Auto,3.1,25.93,29.53,4754.37
East,OPC43,393,0.45,20,Accelerator,1.22,Steam,64.47162018968875,11,500,Column,16.794763130856744,80.95513103316225,Summer,Semi-Auto,3.0,4.0,7.5,3564.82
North,PSC,498,0.31,11,Retarder,1.97,Polythene,29.172010928048323,11,250,Staircase,16.8606592503288,49.24725077925974,Summer,Semi-Auto,3.0,9.48,12.98,4300.05
Central,OPC53,458,0.53,16,Accelerator,0.03,Accelerated,73.7712367082892,18,250,Staircase,38.0633201905893,70.78689007570951,Summer,Semi-Auto,2.7,4.0,7.2,4238.69
West,OPC43,410,0.34,23,Accelerator,0.86,Steam,66.54021310452187,12,400,Beam,39.437639460032216,60.86904977668869,Monsoon,Manual,1.9,4.0,6.4,3848.78
Central,PPC,439,0.34,6,None,0.93,Ambient,28.339414621893397,6,100,Beam,45.06233235396887,66.11828873398298,Summer,Manual,3.9,14.26,18.66,4778.37
East,PPC,392,0.44,11,None,0.73,Ambient,28.30472051671677,9,150,Slab,16.073171261215016,98.0,Summer,Manual,1.3,23.19,24.99,5553.7
North,OPC43,454,0.42,17,HRWR,0.29,Ambient,24.69086065757096,10,300,Column,14.752853025143711,77.76562889779159,Winter,Semi-Auto,1.5,17.08,19.08,4539.19
West,OPC43,330,0.31,21,Retarder,1.63,Accelerated,72.56935629956672,17,200,Beam,44.61469444848971,33.941901232584016,Winter,Semi-Auto,2.1,4.17,6.77,3483.48
North,OPC53,498,0.55,23,None,1.88,Steam,62.57520852479922,11,300,Beam,12.543773478584459,58.39829562964327,Monsoon,Manual,2.7,5.53,8.73,4802.19
Central,PPC,470,0.47,8,Accelerator,0.49,Steam,65.103088973815,19,200,Slab,18.69241643855987,62.96922375736244,Summer,Fully-Auto,2.5,4.87,7.87,4026.24
Central,OPC53,306,0.47,6,None,1.49,Accelerated,75.47152257733225,7,400,Column,31.414789529346738,57.73573270215007,Summer,Manual,2.4,5.62,8.52,4013.33
West,PPC,349,0.51,20,None,0.83,Ambient,26.335559645208384,17,200,Slab,46.16915863253563,33.09755957985591,Monsoon,Fully-Auto,1.3,33.56,35.36,3757.02
West,PSC,420,0.46,11,HRWR,1.49,Ambient,24.753525592516013,22,200,Wall Panel,30.976231912746975,19.64422871476692,Monsoon,Fully-Auto,3.0,24.0,27.5,3984.83
North,OPC43,424,0.49,24,Accelerator,1.35,Polythene,25.19466916477689,18,500,Staircase,19.96955835821229,93.34645988274812,Winter,Fully-Auto,0.9,18.09,19.49,3798.85
Central,OPC43,436,0.45,24,None,1.88,Polythene,23.71679992887988,19,100,Wall Panel,39.037327842984105,85.13864812540047,Summer,Manual,3.8,18.99,23.29,5424.12
East,PSC,465,0.54,9,Accelerator,0.02,Steam,66.88853707360077,10,500,Beam,22.615998477723732,86.20016623007177,Summer,Manual,2.1,5.91,8.51,4685.9
North,PSC,469,0.44,7,Accelerator,1.14,Ambient,25.245051588014796,21,100,Column,27.439522035874017,77.54040518042098,Winter,Manual,1.8,13.03,15.33,4882.23
North,PSC,444,0.53,29,None,0.34,Accelerated,77.00138209100406,18,250,Beam,16.232365138687918,21.358654326044288,Summer,Manual,3.8,6.65,10.95,5281.71
North,PSC,358,0.37,7,None,1.95,Steam,67.5758088698735,17,100,Column,19.983607663778336,37.551656947612386,Summer,Manual,3.6,6.65,10.75,4158.6
Central,PPC,499,0.47,10,HRWR,1.39,Ambient,27.005871726549394,13,200,Staircase,39.978192144097704,69.64395070158673,Summer,Manual,1.8,17.17,19.47,5593.27
East,OPC43,303,0.53,14,Retarder,0.73,Steam,60.129238743095485,22,250,Beam,36.928453242243606,87.24424929575815,Monsoon,Semi-Auto,1.1,13.58,15.18,4812.42
West,PSC,317,0.43,22,None,1.05,Accelerated,74.54468846116426,7,250,Beam,29.75396802670907,56.49440631699441,Summer,Manual,1.9,6.76,9.16,4341.07
Central,OPC53,477,0.53,27,HRWR,2.0,Polythene,32.23756633844135,18,400,Column,44.918569328368505,49.137619075697685,Summer,Manual,2.1,16.11,18.71,5411.89
East,OPC43,405,0.44,2,Accelerator,0.09,Steam,64.2884881066222,8,300,Column,16.057679034971116,85.2142433219355,Winter,Fully-Auto,1.5,4.0,6.0,3520.46
North,PSC,348,0.38,16,Retarder,1.33,Polythene,32.16169455536415,13,300,Slab,-14.004001714348469,97.24178654505818,Winter,Fully-Auto,2.4,27.51,30.41,3685.91
East,OPC43,340,0.5,6,Accelerator,1.52,Ambient,28.302207424364035,22,300,Column,45.420433509446184,75.03776296689827,Summer,Semi-Auto,2.6,20.66,23.76,4129.63
South,OPC53,354,0.46,3,Accelerator,0.37,Ambient,30.561538869481172,13,200,Column,28.263890838897577,83.9401300947918,Winter,Manual,1.8,14.71,17.01,4291.36
West,OPC43,343,0.5,11,None,0.67,Ambient,25.19038963892107,9,100,Staircase,35.88195705695343,40.2915075089872,Winter,Fully-Auto,2.4,27.9,30.8,3452.72
Central,PSC,390,0.54,21,None,1.22,Steam,69.95574301060213,21,400,Beam,35.791629425114344,59.69624989696164,Winter,Fully-Auto,3.3,9.18,12.98,4172.31
South,OPC43,337,0.49,13,HRWR,0.62,Accelerated,77.5359149416654,19,500,Slab,36.22201814978426,80.39228909660787,Winter,Manual,3.4,6.22,10.12,4278.87
East,PPC,364,0.51,21,Accelerator,1.46,Ambient,27.8092771683842,8,500,Staircase,36.57748669944215,84.69328693089079,Summer,Semi-Auto,1.0,26.4,27.9,4693.78
South,OPC53,324,0.33,15,HRWR,1.15,Polythene,31.415283239311744,19,300,Wall Panel,29.134263306891707,74.68502615498586,Winter,Manual,3.2,13.67,17.37,4011.27
East,OPC43,472,0.34,29,Retarder,0.57,Steam,63.60500038905347,19,300,Beam,30.54697960046904,73.33236934188781,Summer,Manual,3.1,4.34,7.94,4385.91
Central,PPC,427,0.36,16,HRWR,1.69,Ambient,31.634918876947502,8,500,Beam,19.67357301877942,79.00854668818285,Summer,Manual,3.4,15.44,19.34,4898.78
North,OPC43,418,0.3,9,HRWR,1.52,Steam,64.62300534663127,13,400,Staircase,23.468485856194178,51.31508042291905,Monsoon,Manual,3.7,4.0,8.2,4022.29
North,PSC,425,0.41,15,Accelerator,1.55,Polythene,34.861716258695054,22,250,Column,22.645181096647097,65.27350431586612,Summer,Fully-Auto,2.6,10.94,14.04,3577.63
Central,OPC53,491,0.3,15,None,0.63,Polythene,30.388298811764667,8,100,Staircase,35.850807755641306,43.99509906310058,Summer,Semi-Auto,3.5,5.78,9.78,3966.64
Central,PPC,377,0.32,26,None,1.56,Accelerated,76.51246365285084,12,300,Beam,34.766135070198146,59.0302971746349,Winter,Fully-Auto,2.8,4.0,7.3,3626.88
South,PSC,444,0.44,29,None,1.16,Accelerated,75.67379843012478,23,150,Staircase,38.41869716850704,75.70317814954967,Monsoon,Manual,1.2,4.34,6.04,4567.99
East,OPC53,494,0.5,1,HRWR,1.15,Ambient,22.69845408595735,14,150,Column,14.067372591485162,91.06608147808504,Monsoon,Semi-Auto,2.1,16.75,19.35,4757.62
South,PSC,487,0.43,2,Accelerator,0.66,Steam,62.723541695969004,6,100,Staircase,34.83739317068638,73.05191035323915,Winter,Manual,3.2,4.0,7.7,4461.83
Central,PSC,330,0.54,10,Accelerator,0.49,Accelerated,78.9584035318658,10,200,Beam,34.29799489530097,50.79888657709427,Monsoon,Manual,1.0,4.93,6.43,3859.68
West,OPC43,401,0.4,14,Accelerator,0.18,Steam,66.76471038354518,9,300,Wall Panel,30.986826569628338,40.11569919648662,Winter,Semi-Auto,2.7,4.44,7.64,3674.36
South,OPC53,385,0.32,9,None,1.74,Ambient,35.78528936023698,19,250,Column,34.0139581094438,97.78071788731266,Monsoon,Semi-Auto,1.7,10.41,12.61,3602.48
Central,OPC53,462,0.54,3,Accelerator,0.49,Ambient,27.94750796303468,12,150,Wall Panel,29.145811671669335,94.95143019693066,Winter,Manual,2.0,13.45,15.95,4831.5
South,PPC,308,0.31,14,None,1.19,Ambient,26.290023849743466,8,100,Staircase,34.01287593723596,86.31128707557748,Monsoon,Manual,3.2,19.91,23.61,4588.96
West,PPC,388,0.41,16,Retarder,0.87,Accelerated,75.82528043083126,14,250,Column,26.885949265908096,53.62294016976523,Monsoon,Fully-Auto,1.0,6.09,7.59,4226.14
South,PPC,434,0.5,17,Retarder,0.69,Accelerated,76.32095436428385,13,400,Staircase,35.89032546908667,53.524054552128874,Winter,Fully-Auto,0.8,9.48,10.78,5266.22
East,OPC53,445,0.37,10,Accelerator,0.25,Polythene,32.6207869592925,10,250,Column,35.3042878771701,84.62492212318458,Monsoon,Fully-Auto,0.9,6.42,7.82,3407.3
Central,OPC43,464,0.31,28,Accelerator,1.29,Polythene,28.986570683553843,22,150,Slab,40.74507569803036,54.059050765607985,Summer,Manual,0.8,6.61,7.91,4176.38
Central,PSC,317,0.45,28,HRWR,0.24,Accelerated,78.91331711604636,21,300,Column,36.84104990934741,62.422499126620444,Monsoon,Fully-Auto,0.6,8.42,9.52,4327.35
North,OPC53,474,0.44,26,Accelerator,1.29,Ambient,26.07654150292602,10,150,Staircase,24.53756886327259,35.07910119660216,Winter,Manual,3.4,11.08,14.98,4689.83
West,OPC53,449,0.3,4,None,1.94,Polythene,30.150928206734974,23,400,Slab,35.61580341562366,34.41359757984806,Summer,Manual,0.9,8.09,9.49,4233.52
Central,OPC53,303,0.46,16,None,0.82,Polythene,24.077964134862054,21,100,Beam,23.308572493326665,69.81305030200039,Summer,Manual,3.5,23.49,27.49,5148.59
South,OPC53,389,0.53,19,None,1.79,Polythene,30.114253517158478,9,250,Wall Panel,30.158336449804118,67.79460491262968,Summer,Manual,1.6,21.41,23.51,5439.94
West,PSC,445,0.34,15,Retarder,1.01,Steam,65.54013784770733,18,400,Column,34.534922441403346,34.30423798881149,Winter,Manual,1.8,6.85,9.15,4693.14
Central,OPC53,382,0.5,13,None,1.96,Polythene,29.152566867650325,23,500,Staircase,22.67852509900107,18.77825649020742,Winter,Manual,2.7,24.95,28.15,5758.9
East,PSC,454,0.45,25,Retarder,1.77,Polythene,31.80371036445502,23,500,Wall Panel,42.89531902520138,88.68978342689167,Summer,Manual,3.7,27.47,31.67,6742.98
North,OPC53,359,0.35,26,None,0.26,Steam,65.57657674837608,23,500,Wall Panel,50.90361899002086,19.154675884322806,Monsoon,Manual,1.0,5.69,7.19,3856.3
North,OPC43,473,0.5,22,None,0.91,Accelerated,73.59622883300025,16,250,Column,11.241398035510507,16.007096114762497,Winter,Fully-Auto,1.5,4.0,6.0,4307.82
North,OPC43,322,0.55,9,Accelerator,1.29,Steam,68.88799301191936,10,500,Slab,18.65858802519531,35.393725080988055,Monsoon,Semi-Auto,2.5,7.03,10.03,3683.59
West,OPC43,407,0.55,6,Accelerator,1.44,Steam,66.10474702245081,11,150,Beam,29.283618595610413,15.0,Monsoon,Semi-Auto,1.1,5.32,6.92,3900.82
East,PSC,397,0.45,15,HRWR,0.37,Ambient,26.466684363013645,7,250,Staircase,26.867324645645294,98.0,Winter,Manual,3.4,25.62,29.52,5894.26
North,OPC53,390,0.46,8,Retarder,1.32,Ambient,33.336960504433165,18,100,Wall Panel,26.198194520674676,63.60778724458426,Monsoon,Manual,3.5,20.43,24.43,5194.21
North,PSC,370,0.53,19,HRWR,0.42,Steam,62.06293361127261,10,200,Beam,32.290560683631185,45.23783577723694,Monsoon,Fully-Auto,2.5,8.68,11.68,3959.74
East,PPC,306,0.35,7,Accelerator,1.54,Accelerated,71.12949775664563,20,300,Wall Panel,33.303949616420795,79.90620899491306,Winter,Fully-Auto,1.4,4.0,5.9,3083.58
North,PPC,434,0.48,3,Accelerator,1.93,Accelerated,79.85994859268484,18,200,Wall Panel,39.37290323952605,62.0371885889315,Summer,Semi-Auto,3.9,4.0,8.4,4269.83
Central,PSC,405,0.55,25,Retarder,1.13,Ambient,27.11908872132018,7,500,Wall Panel,20.38660416192736,72.3974561067036,Summer,Manual,1.5,50.25,52.25,8930.21
North,OPC43,403,0.33,15,HRWR,1.69,Accelerated,75.5820630135174,18,400,Staircase,11.455643996717491,66.28602702283814,Winter,Semi-Auto,4.0,4.0,8.5,3938.77
North,PPC,336,0.38,22,None,0.59,Ambient,30.98782606823154,9,150,Column,27.593102153391467,66.78983089436188,Winter,Manual,3.1,21.35,24.95,4984.52
East,OPC53,340,0.45,16,None,1.6,Polythene,27.225864358796485,19,500,Column,28.742782550289615,82.47355961877288,Monsoon,Manual,3.5,24.92,28.92,5545.88
North,PPC,311,0.49,1,HRWR,1.13,Polythene,32.03082303938271,9,100,Wall Panel,10.379625474947911,28.619509303013302,Winter,Semi-Auto,3.5,23.16,27.16,4125.73
East,PPC,488,0.32,1,None,1.81,Ambient,26.38056983141257,22,250,Column,36.40225594718211,81.29479637920923,Summer,Fully-Auto,3.5,10.09,14.09,3887.06
South,PPC,387,0.55,0,HRWR,0.89,Polythene,34.53085995381944,12,100,Staircase,30.768549286956,84.54353742645486,Summer,Semi-Auto,2.8,21.47,24.77,4490.75
West,PPC,422,0.39,5,Accelerator,0.88,Polythene,28.68937792446629,15,300,Column,37.87779837169316,46.108817016644316,Summer,Manual,0.8,13.16,14.46,4583.41
East,PSC,463,0.51,0,Retarder,0.8,Steam,60.28553243727118,6,150,Beam,14.83590203899723,79.32368283478662,Summer,Manual,1.0,8.88,10.38,5371.37
East,PSC,398,0.35,4,Retarder,0.36,Steam,67.59234317614992,13,200,Slab,21.091822935882295,60.11388367638119,Summer,Fully-Auto,3.7,7.75,11.95,3986.6
West,PPC,439,0.4,25,Retarder,0.94,Steam,69.02269858358142,15,100,Slab,27.528657579556977,15.0,Monsoon,Semi-Auto,2.9,5.97,9.37,4332.31
East,PSC,488,0.4,8,Accelerator,0.83,Ambient,29.39367070446145,17,500,Staircase,29.1577583839823,73.41842447314767,Summer,Manual,3.7,13.37,17.57,5053.18
West,OPC43,362,0.31,2,None,0.14,Ambient,27.241542054016477,15,250,Column,25.56161912558022,26.592191443287344,Winter,Manual,1.8,15.95,18.25,4430.95
East,OPC53,370,0.52,28,Accelerator,0.09,Polythene,25.54402220467309,17,200,Beam,21.56863724608463,94.59833879059444,Winter,Semi-Auto,3.6,16.44,20.54,4052.89
East,PSC,397,0.48,9,Retarder,1.72,Accelerated,76.97713594540659,23,250,Column,20.9048949257773,65.3008323481723,Monsoon,Manual,0.7,7.93,9.13,5343.15
East,PSC,447,0.38,14,Accelerator,1.5,Ambient,27.183272447631886,13,200,Staircase,26.341249387712033,74.07122856967575,Summer,Fully-Auto,2.5,11.58,14.58,3601.63
East,PPC,471,0.44,23,HRWR,0.5,Ambient,24.264586966740204,8,200,Staircase,27.298965104227285,87.5200722028245,Monsoon,Semi-Auto,1.1,18.68,20.28,4726.03
South,PSC,499,0.41,5,None,1.62,Ambient,30.328262118587695,20,200,Staircase,37.9923258669261,91.81614552673517,Winter,Semi-Auto,2.7,14.2,17.4,4670.19
West,PPC,421,0.33,0,Retarder,0.63,Polythene,28.104269125721576,7,500,Beam,32.51650296008363,62.86421786022641,Monsoon,Fully-Auto,2.0,20.33,22.83,3845.33
East,OPC43,407,0.39,22,HRWR,1.73,Accelerated,80.25222972190552,13,250,Staircase,39.149724515345014,60.258832950322635,Summer,Semi-Auto,1.3,4.0,5.8,3971.55
West,OPC53,442,0.35,8,None,0.09,Steam,61.86988481661022,21,100,Wall Panel,29.32176514229764,58.91491584945285,Monsoon,Semi-Auto,2.1,4.0,6.6,3954.28
East,PPC,303,0.34,4,HRWR,1.44,Accelerated,74.06412206065144,20,100,Column,28.697576386213306,76.97869635004518,Winter,Semi-Auto,2.9,4.0,7.4,3241.82
West,PSC,445,0.35,15,HRWR,0.15,Polythene,24.19786823475714,16,250,Slab,39.801800333963506,50.25301209265483,Summer,Semi-Auto,2.1,14.2,16.8,4432.36
South,OPC43,369,0.4,21,None,1.4,Polythene,29.98517838591976,14,200,Column,35.26562307524015,87.58196431501642,Summer,Semi-Auto,2.0,17.51,20.01,3973.11
North,OPC43,372,0.39,28,HRWR,0.16,Steam,68.7052589668125,13,250,Slab,26.168084612215868,61.020024678369516,Summer,Manual,3.9,5.31,9.71,3813.09
Central,OPC53,316,0.35,11,HRWR,0.64,Accelerated,71.55602131498787,7,300,Wall Panel,26.93005954116598,70.52505624664693,Monsoon,Semi-Auto,0.5,4.0,5.0,3339.37
South,PSC,466,0.53,22,Accelerator,0.33,Polythene,28.67404204336099,20,200,Staircase,34.99640723736673,78.23777543403232,Summer,Semi-Auto,1.5,17.1,19.1,4725.09
West,PSC,479,0.52,26,Accelerator,0.23,Polythene,28.967390762929835,17,100,Slab,44.87565583011753,53.556757210720875,Winter,Manual,2.7,13.85,17.05,5058.64
West,OPC53,444,0.45,8,Accelerator,0.71,Ambient,28.311860830396004,10,250,Staircase,44.96286372013665,49.25696337207559,Summer,Manual,2.4,11.32,14.22,4535.04
South,PSC,329,0.3,7,Retarder,1.02,Polythene,27.863887541376805,11,250,Beam,24.13955365434391,77.82767322994992,Winter,Manual,2.4,24.02,26.92,5260.31
East,PPC,419,0.5,2,Accelerator,1.55,Polythene,31.293805324815168,23,100,Beam,34.163414175250566,95.2048726540722,Monsoon,Manual,0.7,13.75,14.95,4596.49
North,OPC43,365,0.45,11,Accelerator,1.47,Ambient,28.69321322344576,15,250,Staircase,26.706554351896827,59.369513059708986,Monsoon,Manual,0.8,16.34,17.64,4601.45
Central,OPC53,310,0.37,15,None,1.42,Polythene,31.942578542854978,14,500,Beam,29.792942776976236,60.11458600304948,Monsoon,Semi-Auto,2.4,18.11,21.01,3787.65
Central,PPC,463,0.5,13,None,1.49,Steam,65.72930917498525,17,300,Staircase,36.988260716115384,32.97580702020203,Summer,Manual,1.0,5.25,6.75,4500.98
Central,PSC,451,0.38,7,None,1.42,Ambient,25.900194372200524,22,300,Slab,27.68285033088588,15.0,Monsoon,Fully-Auto,1.7,18.75,20.95,3989.55
South,PSC,418,0.54,24,HRWR,1.64,Ambient,22.46979504456912,10,500,Wall Panel,30.207325225099027,65.907961066163,Monsoon,Manual,3.0,38.39,41.89,7623.6
South,PPC,319,0.55,2,Accelerator,0.87,Polythene,24.688698292391326,9,250,Staircase,33.47036481409472,98.0,Winter,Semi-Auto,1.0,24.07,25.57,4357.53
North,PSC,472,0.4,12,None,1.38,Steam,66.27050991870355,11,250,Staircase,25.613338040771055,64.22276769807955,Winter,Manual,2.7,4.0,7.2,4355.57
South,PSC,416,0.49,18,Retarder,1.8,Accelerated,74.56064868418125,22,150,Wall Panel,30.639559226452622,92.75303167152904,Monsoon,Manual,3.6,6.71,10.81,5164.57
Central,OPC43,440,0.49,18,Accelerator,0.12,Accelerated,73.93335998642789,22,400,Wall Panel,29.117397698649587,56.332328757100434,Winter,Manual,3.1,4.0,7.6,4309.1
East,PPC,354,0.54,10,Accelerator,1.51,Polythene,32.06123878991682,19,200,Staircase,18.710289497745247,88.68796438882285,Winter,Fully-Auto,2.6,18.94,22.04,3318.69
South,OPC53,458,0.43,29,HRWR,0.05,Ambient,24.55516949681627,15,100,Beam,33.014466896330624,70.81487967737954,Monsoon,Semi-Auto,1.8,12.52,14.82,4231.02
West,OPC43,353,0.48,13,HRWR,1.7,Ambient,24.828279533209077,14,100,Beam,27.953900419447855,53.12317660261128,Winter,Fully-Auto,2.8,25.44,28.74,3549.76
South,PSC,381,0.54,15,None,1.28,Ambient,25.290315156077206,6,250,Staircase,41.64510345198452,86.02336093402366,Monsoon,Semi-Auto,2.9,36.42,39.82,5676.98
West,PPC,324,0.47,0,Retarder,1.59,Steam,63.98263786144262,7,400,Staircase,18.575056223727294,45.10286282948935,Winter,Semi-Auto,3.8,11.94,16.24,4659.29
East,OPC43,446,0.54,12,None,1.56,Polythene,30.351367545969303,23,250,Slab,41.06811084654102,91.28671860818304,Monsoon,Fully-Auto,3.4,20.88,24.78,4200.08
East,PSC,310,0.48,29,Accelerator,1.18,Ambient,26.647880322468225,13,200,Slab,11.926277247795507,82.47806750174996,Monsoon,Fully-Auto,1.9,24.44,26.84,3226.96
North,PSC,484,0.38,8,Accelerator,0.62,Ambient,35.7142922344313,6,100,Wall Panel,30.09899518588442,55.37139257432714,Summer,Fully-Auto,1.6,7.22,9.32,3714.81
South,PSC,381,0.53,14,None,1.79,Steam,61.135580305280676,8,300,Beam,35.50711251460536,54.678875110615856,Winter,Fully-Auto,1.8,10.64,12.94,4457.51
East,OPC43,332,0.43,26,HRWR,1.61,Steam,68.00735607567526,16,300,Slab,20.25874857369183,76.36087066799952,Winter,Manual,1.3,6.4,8.2,3932.46
West,PSC,376,0.42,25,HRWR,1.06,Polythene,30.770201175102233,10,500,Wall Panel,32.74929355433035,44.63825886367086,Summer,Manual,3.3,22.81,26.61,5454.83
North,OPC53,358,0.43,18,HRWR,0.29,Accelerated,75.24608978816434,8,100,Wall Panel,30.53577735337936,48.54064965386161,Winter,Manual,1.3,4.22,6.02,3839.61
East,PPC,401,0.5,26,None,0.0,Steam,64.34540647922078,17,100,Beam,34.89099346610782,75.00297789314612,Summer,Manual,3.4,6.17,10.07,4249.41
South,PSC,417,0.46,3,None,0.57,Steam,67.82136973512259,15,400,Slab,24.915049301595047,83.72059589008386,Summer,Manual,3.3,8.33,12.13,4912.03
West,PSC,415,0.46,4,None,1.9,Ambient,28.876107165192725,23,150,Wall Panel,56.99025932728052,49.19297998322041,Monsoon,Semi-Auto,1.7,23.85,26.05,4809.38
West,PSC,426,0.34,29,Accelerator,0.55,Steam,65.20169895892842,16,200,Staircase,37.19611189994627,41.34153403174818,Summer,Fully-Auto,3.2,4.0,7.7,3675.71
North,OPC53,415,0.51,27,Accelerator,1.21,Ambient,24.21782055970191,10,400,Beam,17.70049544834535,78.09733094161537,Winter,Manual,2.3,18.59,21.39,5173.56
South,OPC43,311,0.49,17,None,0.56,Polythene,32.46887339330282,8,200,Wall Panel,28.35863836990579,80.86082063884652,Winter,Semi-Auto,2.0,25.41,27.91,4346.61
West,OPC43,422,0.33,8,None,0.66,Ambient,30.932898900404286,7,300,Beam,33.76603381580629,36.4105187967543,Summer,Fully-Auto,3.9,13.41,17.81,3481.29
South,OPC43,409,0.54,18,Retarder,1.66,Polythene,24.835938098417866,11,100,Staircase,38.42489857381084,72.66110853775638,Monsoon,Semi-Auto,1.2,32.37,34.07,5644.36
North,PSC,342,0.49,13,None,0.67,Accelerated,73.94183331516135,8,100,Column,14.799389851803857,49.02032005256318,Monsoon,Semi-Auto,2.5,7.22,10.22,4407.63
South,OPC53,343,0.38,3,None,0.08,Steam,65.52338416625592,15,500,Column,29.684415980230256,87.85890880367715,Winter,Manual,0.6,6.47,7.57,3935.19
West,PSC,315,0.51,4,HRWR,1.52,Polythene,28.10665708480197,18,400,Wall Panel,39.732840015589815,31.57239112710095,Monsoon,Semi-Auto,1.4,35.07,36.97,5166.6
East,OPC53,339,0.54,22,HRWR,0.87,Ambient,32.0722407753316,19,500,Slab,36.95129817365739,98.0,Winter,Semi-Auto,2.3,25.85,28.65,4334.31
